fam_id,gene_name,dn,ds
Fam_388259,GUT_GENOME236528_01881,0.0262605,0.0138326
Fam_21661,GUT_GENOME096018_03004,0.0519,0.0214
Fam_13789,GUT_GENOME220329_01094,0.0684533,0.0835911
Fam_82907,GUT_GENOME278438_00279,0.03924,0.10074
Fam_250257,GUT_GENOME082316_01287,0.0425,0.036
Fam_524654,GUT_GENOME061571_00784,0.00557422,0.0669266
Fam_223609,GUT_GENOME088517_01902,0.1778,0.1879
Fam_163751,GUT_GENOME060701_01074,0.0411765,0.0966447
Fam_195592,GUT_GENOME258592_00593,0,0.0273
Fam_84549,GUT_GENOME081002_02194,0.030115,0.036105
Fam_158308,GUT_GENOME139699_00278,0.0084,0.0357
Fam_565290,GUT_GENOME119271_00072,0.00694286,0.0754
Fam_140847,GUT_GENOME247738_01328,0.284525,0.09635
Fam_269447,GUT_GENOME008524_01145,0.01288,0.08159
Fam_47310,GUT_GENOME035168_01380,0.0049,0.0338256
Fam_515755,GUT_GENOME029245_00134,0.0499,0.0945
Fam_14463,GUT_GENOME249497_01046,0.0802133,0.141073
Fam_285472,GUT_GENOME233429_01309,0.0037,0.0069
Fam_347014,GUT_GENOME080788_00839,0.059125,0.080125
Fam_142598,GUT_GENOME208919_01595,0.0395,0.1866
Fam_463103,GUT_GENOME120122_02164,0.028,0.1388
Fam_375107,GUT_GENOME033797_00661,0.0469674,0.0471093
Fam_603799,GUT_GENOME019289_00764,0.0417471,0.0648294
Fam_204729,GUT_GENOME267725_01852,0.0057,0.0291
Fam_343082,GUT_GENOME064843_02017,0.0164,0.1802
Fam_61967,GUT_GENOME260361_01668,0.00178,0.0436
Fam_348145,GUT_GENOME124946_00216,0.0472,0.0281
Fam_449591,GUT_GENOME098201_00703,0.0194,0.3169
Fam_404710,GUT_GENOME277994_01270,0.0064,0.0453
Fam_439401,GUT_GENOME128233_00350,0.00243333,0.0588111
Fam_217278,GUT_GENOME157280_00648,0.00896429,0.0695214
Fam_140252,GUT_GENOME257770_01183,0.0606,0.0409
Fam_447724,GUT_GENOME134727_00532,0.01934,0.05018
Fam_620882,GUT_GENOME064841_01122,0.0146,0.1378
Fam_137098,GUT_GENOME127106_00609,0.0655,0.0199
Fam_379157,GUT_GENOME095340_03124,0.052,0.03075
Fam_559475,GUT_GENOME116682_01834,0.0757,0.0674
Fam_521511,GUT_GENOME232855_00558,0.0373111,0.2142
Fam_539964,GUT_GENOME285779_01167,0.0212,0.0695333
Fam_73323,GUT_GENOME103493_00154,0.0473,0.0693
Fam_150281,GUT_GENOME025919_00525,0.0102,0.2307
Fam_521508,GUT_GENOME012229_00546,0.099,0.1495
Fam_472620,GUT_GENOME153861_03513,0.0181833,0.2026
Fam_338511,GUT_GENOME219031_02202,0.0322,0.0346
Fam_552981,GUT_GENOME035568_01328,0.00612667,0.01344
Fam_311120,GUT_GENOME015692_00295,0.3077,0.5108
Fam_292669,GUT_GENOME057986_00108,0.0447125,0.0897625
Fam_434389,GUT_GENOME218612_00361,0.933638,1.11548
Fam_283936,GUT_GENOME017688_01771,0.011,0.1415
Fam_518913,GUT_GENOME000548_00128,0.0072,0.0453
Fam_553830,GUT_GENOME142969_01753,0.0058,0.0593
Fam_288564,GUT_GENOME039321_01431,0.0150933,0.03838
Fam_395319,GUT_GENOME014770_01638,0.01,0.5663
Fam_567890,GUT_GENOME259166_01690,0.0087,0.04025
Fam_497806,GUT_GENOME283656_00858,0.0271,0.128575
Fam_520754,GUT_GENOME112600_00192,0.01506,0.0364
Fam_619790,GUT_GENOME172237_01331,0.0238786,0.0579352
Fam_262426,GUT_GENOME104197_02359,0.130536,0.0792714
Fam_53296,GUT_GENOME220379_01373,0.0127,0.0221
Fam_413915,GUT_GENOME064880_01070,0.0208,0.0971
Fam_585095,GUT_GENOME182739_01773,0.1625,0.2214
Fam_516032,GUT_GENOME007727_01051,0.00355,0.05475
Fam_424344,GUT_GENOME096328_00808,0.0667333,0.0965
Fam_597449,GUT_GENOME092176_00239,0.01802,0.01174
Fam_317479,GUT_GENOME137158_01171,0.0613871,0.0723516
Fam_376830,GUT_GENOME258492_02892,0.01195,0.0147
Fam_189128,GUT_GENOME058052_01059,0.0269,0.0718
Fam_396412,GUT_GENOME282053_00446,0.0207,0.0121
Fam_299867,GUT_GENOME061746_00848,0.0824,0.04925
Fam_499448,GUT_GENOME056642_01620,0.01215,0.0609167
Fam_481954,GUT_GENOME184828_00210,0,0.0504
Fam_119285,GUT_GENOME235609_00373,0.02238,0.24432
Fam_35387,GUT_GENOME152064_00345,0.0583,0.1081
Fam_536054,GUT_GENOME123807_01265,0.1313,0.0809
Fam_154888,GUT_GENOME053906_00087,0.0130203,0.223803
Fam_281111,GUT_GENOME055258_01194,0.01452,0.07358
Fam_68781,GUT_GENOME096124_02119,0.011,0.0287714
Fam_535479,GUT_GENOME162157_00595,0.0349,0.0282889
Fam_425773,GUT_GENOME075405_00739,0.0561909,0.0661818
Fam_86790,GUT_GENOME114787_02262,0.00613636,0.0434091
Fam_122143,GUT_GENOME066506_00438,0.0018,0.0222
Fam_572280,GUT_GENOME018761_00885,0.0051,0.02718
Fam_530578,GUT_GENOME018602_01013,0.0117,0.1399
Fam_225581,GUT_GENOME247815_01826,0.061,0.0448333
Fam_112679,GUT_GENOME274039_03468,0.0056,0.0231
Fam_338039,GUT_GENOME080490_01167,0.0134154,0.0234487
Fam_280124,GUT_GENOME095308_00426,0.0102,0.02185
Fam_223621,GUT_GENOME129227_00026,0.04628,0.04966
Fam_545870,GUT_GENOME158914_00346,0.0636,1.2292
Fam_109418,GUT_GENOME149575_00996,0.03765,0.0406
Fam_390947,GUT_GENOME068078_01329,0.00173571,0.0225143
Fam_159203,GUT_GENOME083130_00765,0.0077,0.0974
Fam_490393,GUT_GENOME111504_01056,0.113256,0.135556
Fam_428652,GUT_GENOME223816_03547,0.0664,0.5107
Fam_480000,GUT_GENOME170519_01500,0,0.0431
Fam_256825,GUT_GENOME035002_02337,0.0447,0.0155
Fam_339343,GUT_GENOME112823_00357,0.0135,0.0359
Fam_322564,GUT_GENOME036349_00130,0.01145,0.0626
Fam_497979,GUT_GENOME025951_00961,0.35042,0.37242
Fam_123332,GUT_GENOME008908_01850,0.0062,0.0316
Fam_626917,GUT_GENOME010215_01651,0.0148167,0.0517848
Fam_357420,GUT_GENOME010169_00498,0.0123333,0.100417
Fam_75831,GUT_GENOME245780_01079,0.0227,0.156033
Fam_507774,GUT_GENOME112898_00621,0.0508,0.1832
Fam_306886,GUT_GENOME019961_03052,0.0081,0.06235
Fam_216318,GUT_GENOME018102_01645,0.0169118,0.0266471
Fam_277034,GUT_GENOME080000_00367,0.0503,0.02395
Fam_395358,GUT_GENOME050600_00664,0.0161571,0.105386
Fam_73566,GUT_GENOME032633_00749,0.1199,0.1111
Fam_158187,GUT_GENOME250336_00774,0.0101,0.0052
Fam_387681,GUT_GENOME151557_00387,0.05642,0.24634
Fam_540377,GUT_GENOME231622_00656,0.11315,0.03375
Fam_220425,GUT_GENOME023442_00714,0.109,1.21203
Fam_173616,GUT_GENOME029826_00081,0.0566684,0.0418579
Fam_415625,GUT_GENOME200706_01136,0,0.21775
Fam_220629,GUT_GENOME077225_01463,0.073,0.09
Fam_570446,GUT_GENOME244239_02414,0.014675,0.04905
Fam_457895,GUT_GENOME134442_00483,0,0.0331
Fam_398838,GUT_GENOME116573_01789,0.0109,0.0278
Fam_220610,GUT_GENOME041343_01327,0.0528167,0.0773
Fam_99151,GUT_GENOME068062_01217,0.011519,0.00826667
Fam_616550,GUT_GENOME218766_01134,0.0393733,0.05277
Fam_189245,GUT_GENOME018926_00340,0.0156451,0.170037
Fam_558930,GUT_GENOME233604_00364,0.0826053,0.241297
Fam_571946,GUT_GENOME195756_02827,0.2697,0.1636
Fam_322422,GUT_GENOME068815_01428,0.02955,0.07545
Fam_89361,GUT_GENOME075657_00102,0.0015,0.023
Fam_150397,GUT_GENOME263864_00309,0.06345,0.19395
Fam_244809,GUT_GENOME139946_01731,0,0.0542
Fam_250964,GUT_GENOME074249_01722,0.04451,0.052025
Fam_87904,GUT_GENOME059261_00032,0.0028,0.03475
Fam_55480,GUT_GENOME189155_01010,0.0362333,0.101511
Fam_241355,GUT_GENOME142202_02386,0.102815,0.367754
Fam_446618,GUT_GENOME044542_01750,0.00895,0.0367
Fam_19630,GUT_GENOME018579_01248,0.0614,0.0245
Fam_481958,GUT_GENOME132669_03900,0.0301,0.0388
Fam_263919,GUT_GENOME107754_00996,0.06978,0.02774
Fam_344286,GUT_GENOME243679_00470,0.0273,0.077
Fam_297773,GUT_GENOME243178_01160,0.1339,0.237
Fam_526503,GUT_GENOME174159_01016,0.086175,0.0586125
Fam_480615,GUT_GENOME104791_01268,0.005,0.02555
Fam_576714,GUT_GENOME162636_00482,0,0.08405
Fam_86411,GUT_GENOME116692_01098,0.00755,0.0484
Fam_62668,GUT_GENOME087594_01318,0.0624,0.0432
Fam_55550,GUT_GENOME071495_00298,0.00123256,0.0224791
Fam_355082,GUT_GENOME180555_00490,0.00873333,0.0607333
Fam_13731,GUT_GENOME014262_01172,0.0327,0.1381
Fam_206381,GUT_GENOME260977_01424,0.00685,0.1452
Fam_258477,GUT_GENOME067920_00258,0.0197,0.0429
Fam_594900,GUT_GENOME078514_01587,0.0980667,0.162633
Fam_426678,GUT_GENOME218700_00627,0.00945,0.0300333
Fam_487237,GUT_GENOME211659_00489,0,0.450025
Fam_62880,GUT_GENOME007328_02214,0.0149,0.0923
Fam_349352,GUT_GENOME118206_00994,0.01365,0.04455
Fam_395891,GUT_GENOME084476_00001,0.00743636,0.116355
Fam_146297,GUT_GENOME111750_00244,0.0156,0.0206
Fam_332271,GUT_GENOME041318_03425,0.0249,0.01815
Fam_466786,GUT_GENOME176440_01066,0.0663,0.3033
Fam_537974,GUT_GENOME128542_00587,0.01375,0.139
Fam_607919,GUT_GENOME264439_01130,0.15452,0.14834
Fam_128300,GUT_GENOME015931_00192,0.0062,0.0214
Fam_85075,GUT_GENOME235093_01346,0.00706667,0.0360333
Fam_81474,GUT_GENOME203815_00087,0.0307784,0.0386222
Fam_600986,GUT_GENOME248246_00388,0.0243333,0.0794
Fam_131582,GUT_GENOME021082_02121,0.028375,0.06084
Fam_74365,GUT_GENOME101405_02166,0,0.131333
Fam_392476,GUT_GENOME051099_00058,0.0784111,0.122133
Fam_539955,GUT_GENOME218697_02213,0.02515,0.0559
Fam_517576,GUT_GENOME008420_01124,0.00205,0.0722
Fam_551117,GUT_GENOME105410_03089,0,0.0708
Fam_314432,GUT_GENOME279646_01132,0.0208574,0.054482
Fam_415813,GUT_GENOME170744_00146,0.034,0.0303
Fam_515352,GUT_GENOME112095_00182,0.0048,0.082
Fam_568948,GUT_GENOME071916_01378,0.0538,0.0446
Fam_370262,GUT_GENOME013604_01154,0.0244,0.0856
Fam_210781,GUT_GENOME236004_00251,0.03804,0.4122
Fam_463682,GUT_GENOME155396_00732,0.0034,0.0811
Fam_9949,GUT_GENOME072294_00485,0.0098,0.0352
Fam_147259,GUT_GENOME139211_01571,0.02795,0.05985
Fam_292387,GUT_GENOME081942_01994,0.1147,0.1687
Fam_275142,GUT_GENOME220607_03081,0.0249978,0.144742
Fam_24122,GUT_GENOME013232_01343,0.0174,0.049
Fam_369584,GUT_GENOME102862_00872,0,0.0325
Fam_503354,GUT_GENOME025565_01834,0.163333,0.5888
Fam_40379,GUT_GENOME139955_00210,0.2228,0.809867
Fam_339618,GUT_GENOME133332_01529,0.0039,0.08
Fam_208213,GUT_GENOME099104_00573,0.0052,0.047
Fam_165390,GUT_GENOME238374_00777,0.148833,0.0931333
Fam_448762,GUT_GENOME127502_00832,0.0119333,0.0740667
Fam_52777,GUT_GENOME036598_01231,0.0567,0.17525
Fam_225299,GUT_GENOME073873_00594,0.0146,0.2018
Fam_383275,GUT_GENOME028412_01138,0.0196778,0.0716889
Fam_276196,GUT_GENOME245220_00971,0.022725,0.118362
Fam_396706,GUT_GENOME257033_00068,0.0041,0.03535
Fam_629048,GUT_GENOME023429_00236,0.02815,0.0621
Fam_570233,GUT_GENOME058674_01846,0.00713,0.1048
Fam_19149,GUT_GENOME010726_00032,0.0297,0.0692
Fam_87439,GUT_GENOME193792_01768,0.15194,0.12442
Fam_521964,GUT_GENOME239120_01097,0.0084,0.0412
Fam_284354,GUT_GENOME096810_00255,0.0019,0.0219
Fam_521395,GUT_GENOME003386_02233,0.01135,0.0486625
Fam_453055,GUT_GENOME024895_00777,0.00575,0.0758
Fam_340850,GUT_GENOME274456_00127,0.0106833,0.0571167
Fam_150019,GUT_GENOME281078_01045,0.166245,0.139618
Fam_567342,GUT_GENOME065790_00323,0.0125,0.066
Fam_315919,GUT_GENOME207898_00037,0.0683,0.1357
Fam_347783,GUT_GENOME202273_01131,0.0278,0.0627
Fam_542646,GUT_GENOME099864_01432,0.0309,0.0127
Fam_494410,GUT_GENOME183384_01147,0.0462,0.0372
Fam_456145,GUT_GENOME047984_00809,0.0115481,0.0484185
Fam_274535,GUT_GENOME262681_01475,0.3213,0.2834
Fam_223139,GUT_GENOME243489_01644,0.0179,0.0566
Fam_476034,GUT_GENOME254586_00117,0.3461,1.0043
Fam_268864,GUT_GENOME163439_01950,0.0738,0.0204
Fam_332217,GUT_GENOME214836_00153,0.0212333,0.0530333
Fam_334574,GUT_GENOME087556_01575,0.0354,0.0145
Fam_119066,GUT_GENOME018893_01242,0.0149,0.0433
Fam_314233,GUT_GENOME045634_02663,0.151467,0.0734667
Fam_304316,GUT_GENOME091233_00619,0.10188,0.03956
Fam_88013,GUT_GENOME230332_01243,0.0075,0.0348
Fam_267687,GUT_GENOME252366_02247,0.0187556,0.0368889
Fam_521561,GUT_GENOME017071_01998,0.0291333,0.257017
Fam_561068,GUT_GENOME009689_01134,0.111056,0.606694
Fam_420516,GUT_GENOME011500_02227,0.01555,0.0607
Fam_348055,GUT_GENOME065042_00327,0.1603,0.988125
Fam_239521,GUT_GENOME094121_00984,0.0444,0.13762
Fam_479166,GUT_GENOME187666_01690,0.348256,0.415822
Fam_614045,GUT_GENOME026570_00192,0.0188667,0.0138333
Fam_499988,GUT_GENOME011755_01111,0.00207273,0.0341636
Fam_527573,GUT_GENOME081063_02688,0.05835,0.04825
Fam_364426,GUT_GENOME014375_00830,0.001275,0.045525
Fam_102273,GUT_GENOME244250_01237,0.0381,0.0623
Fam_295208,GUT_GENOME236183_01272,0.03508,0.599083
Fam_350317,GUT_GENOME070017_00279,0.0539,0.1218
Fam_509021,GUT_GENOME004671_00976,0.009,0.0065
Fam_577564,GUT_GENOME028844_00453,0.02406,0.4906
Fam_595153,GUT_GENOME163076_00422,0.0369714,0.0120143
Fam_171041,GUT_GENOME014588_01084,0.0117,0.063
Fam_195820,GUT_GENOME130026_00844,0.0183667,0.0322
Fam_317663,GUT_GENOME053365_00056,0.0201,0.102033
Fam_24658,GUT_GENOME233315_01408,0.0262,0.127409
Fam_457468,GUT_GENOME095416_01088,0.0525,0.1178
Fam_526019,GUT_GENOME251350_02189,0.0831333,0.0262778
Fam_527555,GUT_GENOME271442_00719,0.0083,0.0162
Fam_623390,GUT_GENOME239183_00655,0.0151083,0.121733
Fam_518149,GUT_GENOME046367_00305,0.1066,0.2114
Fam_509160,GUT_GENOME008050_00650,0.0044,0.0553667
Fam_306783,GUT_GENOME074887_00223,0.0232,0.17505
Fam_452198,GUT_GENOME114177_01129,0,0.0811882
Fam_33676,GUT_GENOME233900_01626,0.0364937,0.119237
Fam_298291,GUT_GENOME097813_01700,0.0374286,0.0176286
Fam_343000,GUT_GENOME011839_00748,0.0132,0.0766
Fam_511911,GUT_GENOME024277_01457,0.0383,0.0383
Fam_74511,GUT_GENOME251913_01708,0.0294667,0.0812333
Fam_386898,GUT_GENOME137315_02710,0.145933,0.0525889
Fam_345096,GUT_GENOME032171_00678,0.0199167,0.0957667
Fam_220577,GUT_GENOME127643_01293,0.0878569,0.112397
Fam_82610,GUT_GENOME102783_02621,0.0027,0.0122
Fam_175735,GUT_GENOME132492_00588,0,0.0459
Fam_14667,GUT_GENOME012645_01007,0.0399,0.0427
Fam_12104,GUT_GENOME169917_02058,0,0.0619
Fam_60193,GUT_GENOME173543_01800,0.01665,0.0151
Fam_496395,GUT_GENOME284170_00598,0,0.0286
Fam_95011,GUT_GENOME277769_01308,0.0118857,0.0551429
Fam_231478,GUT_GENOME257999_01312,0.0235,0.0144
Fam_12704,GUT_GENOME032839_02192,0.167111,1.44611
Fam_307458,GUT_GENOME276934_00454,0.0029,0.0558
Fam_12756,GUT_GENOME014613_02074,0.2038,0.0342333
Fam_165312,GUT_GENOME127422_00074,0.1533,1.7138
Fam_117645,GUT_GENOME243432_00749,0.0117667,0.136367
Fam_276393,GUT_GENOME093276_00633,0.044495,0.0206941
Fam_495104,GUT_GENOME018091_02288,0.00471667,0.0658167
Fam_278574,GUT_GENOME248300_01008,0.0376333,0.0304
Fam_355083,GUT_GENOME140743_01247,0.0731,0.0817
Fam_227609,GUT_GENOME157198_00101,0.0437,0.0326
Fam_280092,GUT_GENOME038832_00477,0.0293,0.3343
Fam_430850,GUT_GENOME282739_00356,0.816733,1.1578
Fam_135452,GUT_GENOME007707_01672,0.0303,0.3948
Fam_26165,GUT_GENOME218000_00264,0.00342857,0.0573571
Fam_479704,GUT_GENOME261101_00946,0.0077,0.0348
Fam_13410,GUT_GENOME226871_00533,0.011,0.048
Fam_405369,GUT_GENOME188819_01354,0.0246,0.0202
Fam_505120,GUT_GENOME242950_00394,0.0049,0.1127
Fam_345577,GUT_GENOME255535_02920,0.0306,0.0305667
Fam_279521,GUT_GENOME075416_00346,0.0163,0.00706
Fam_371630,GUT_GENOME010152_00341,0.0228353,0.4201
Fam_548671,GUT_GENOME208504_02037,0.0045,0.0321
Fam_429098,GUT_GENOME013294_01655,0,0.167822
Fam_196356,GUT_GENOME275663_01501,0.01632,0.03838
Fam_175498,GUT_GENOME278694_01024,0.112667,0.0289667
Fam_142017,GUT_GENOME123522_01737,0.00959231,0.0462462
Fam_483786,GUT_GENOME079963_00813,0.00696667,0.0108
Fam_206223,GUT_GENOME100398_00983,0.0314818,0.0793091
Fam_73044,GUT_GENOME125136_02215,0.0085,0.0404
Fam_558211,GUT_GENOME236864_01946,0.0987,0.751
Fam_45322,GUT_GENOME253394_00302,0.00207857,0.0280786
Fam_541814,GUT_GENOME235412_00490,0.1243,0.10625
Fam_101441,GUT_GENOME274743_02181,0,0.0527
Fam_352503,GUT_GENOME133004_00769,0.06682,0.11614
Fam_268108,GUT_GENOME222082_01025,0.0061,0.0127
Fam_78653,GUT_GENOME243291_00806,0.1895,0.12765
Fam_131934,GUT_GENOME121668_00659,0.0296,0.0988
Fam_408876,GUT_GENOME127228_00687,0.008775,0.0373625
Fam_554997,GUT_GENOME076821_02301,0.0145222,0.0411
Fam_144250,GUT_GENOME025808_01102,0.01135,0.0147
Fam_229730,GUT_GENOME191276_02515,0,0.0353
Fam_315946,GUT_GENOME142334_02454,0.01595,0.11145
Fam_454075,GUT_GENOME071970_01072,0.04065,0.0731
Fam_422772,GUT_GENOME247555_02354,0.09335,0.078
Fam_349312,GUT_GENOME239081_01200,0.02335,0.03925
Fam_612262,GUT_GENOME063952_00170,0.0058,0.0411
Fam_489725,GUT_GENOME207373_00097,0.00356,0.0372
Fam_85247,GUT_GENOME206474_03952,0.0418,0.0226
Fam_80796,GUT_GENOME083534_02160,0.0519875,0.04015
Fam_157878,GUT_GENOME158573_01424,0.1314,0.4639
Fam_412783,GUT_GENOME018173_00678,0.0127,0.0078
Fam_605550,GUT_GENOME151938_01645,0.0760214,0.0577714
Fam_67922,GUT_GENOME170641_00792,0.0327667,0.193133
Fam_566394,GUT_GENOME115007_01030,0.00897857,0.0255357
Fam_559738,GUT_GENOME280661_00664,0.0166,0.0226286
Fam_438753,GUT_GENOME170796_00814,0.0379,0.09
Fam_279979,GUT_GENOME255909_01225,0.0035,0.0813
Fam_359251,GUT_GENOME076027_01331,0.01356,0.02676
Fam_347702,GUT_GENOME273959_00141,0.0208,0.0338
Fam_203321,GUT_GENOME137626_00057,0.0221,0.0164
Fam_519766,GUT_GENOME032690_03104,0.0706,0.0834
Fam_19799,GUT_GENOME048068_00121,0.0913,0.1001
Fam_429096,GUT_GENOME126032_00996,0.183,0.2229
Fam_408316,GUT_GENOME121695_00687,0.0186,0.0618
Fam_525257,GUT_GENOME079613_00079,0.07884,0.08278
Fam_79924,GUT_GENOME188991_01970,0.0133,0.0379
Fam_261695,GUT_GENOME220079_00381,0.0368762,0.032
Fam_385638,GUT_GENOME249791_00448,0.0492364,0.0399545
Fam_154572,GUT_GENOME114137_00148,0.081375,0.281239
Fam_94871,GUT_GENOME123562_01112,0.05265,0.01455
Fam_196627,GUT_GENOME112408_01030,0.0227,0.2606
Fam_101524,GUT_GENOME075878_01993,0.0081,0.0349
Fam_252575,GUT_GENOME026058_01026,0.0194,0.0779
Fam_470960,GUT_GENOME286475_01694,0.0228667,0.0251667
Fam_244840,GUT_GENOME100772_02375,0.0835,0.1561
Fam_187597,GUT_GENOME218300_01649,0.0507,0.1511
Fam_624538,GUT_GENOME244013_01760,0.1168,0.2136
Fam_369576,GUT_GENOME215503_01195,0.0424333,0.234367
Fam_498633,GUT_GENOME147542_00646,0.029825,0.134125
Fam_523143,GUT_GENOME139081_00304,1.0234,0.432
Fam_246280,GUT_GENOME117012_02073,0,0.04546
Fam_303894,GUT_GENOME202219_00762,0.0171,0.0175
Fam_58528,GUT_GENOME103026_00742,0.0132,0.1261
Fam_542358,GUT_GENOME082963_01688,0.0213,0.2497
Fam_577117,GUT_GENOME112679_00543,0.0336857,0.0602286
Fam_467180,GUT_GENOME228267_02214,0.03964,0.19636
Fam_137195,GUT_GENOME011946_00537,0.0159578,0.0472302
Fam_549715,GUT_GENOME069591_00801,0.039,0.3377
Fam_450179,GUT_GENOME194673_00895,0.0552,0.0419
Fam_339478,GUT_GENOME131058_02084,0.01535,0.02765
Fam_97915,GUT_GENOME018086_00274,0,0.0294
Fam_523703,GUT_GENOME267010_02247,0.336,0.158
Fam_402846,GUT_GENOME065141_00982,0.0161,0.0106
Fam_188544,GUT_GENOME251846_02180,0.2565,1.1174
Fam_40382,GUT_GENOME231371_01204,0.0122,0.0222
Fam_517780,GUT_GENOME259639_00095,0.122,0.0736
Fam_524870,GUT_GENOME161274_01394,0.0102,0.0081
Fam_425881,GUT_GENOME151532_02293,0.0015,0.01855
Fam_164998,GUT_GENOME109885_02595,0.0462333,0.0736
Fam_386144,GUT_GENOME034613_01713,0.0916846,0.151508
Fam_281577,GUT_GENOME057011_01136,0.0024,0.0125
Fam_500282,GUT_GENOME154487_00018,0.0869,0.6965
Fam_540171,GUT_GENOME158911_01012,0.01,0.0445
Fam_406323,GUT_GENOME002252_00659,0.0095,0.0332
Fam_543560,GUT_GENOME157419_01844,0.0538,0.0274
Fam_168229,GUT_GENOME068783_00622,0.03165,0.03665
Fam_466763,GUT_GENOME071361_01245,0.0256,0.0119
Fam_486850,GUT_GENOME260781_01176,0.0207667,0.0589667
Fam_528134,GUT_GENOME120680_01145,0.00766667,0.0191333
Fam_173766,GUT_GENOME206114_01316,0.120288,0.072024
Fam_493097,GUT_GENOME062593_01560,0.36305,0.05395
Fam_173525,GUT_GENOME059534_00356,0.0444,0.0229
Fam_612858,GUT_GENOME283195_00164,0.0154,0.0563
Fam_241517,GUT_GENOME047307_02004,0.0114,0.02505
Fam_51212,GUT_GENOME154213_00353,0.0464,0.0558
Fam_609843,GUT_GENOME220607_01610,0.069505,0.07904
Fam_387645,GUT_GENOME244915_01705,0.03228,0.0496
Fam_349595,GUT_GENOME268737_00505,0.00427143,0.0493143
Fam_176701,GUT_GENOME140010_00568,0.004575,0.048525
Fam_117532,GUT_GENOME116865_01422,0.0588333,0.0744333
Fam_59636,GUT_GENOME227891_01804,0.0171111,0.0878556
Fam_389832,GUT_GENOME158573_01916,0.0121,0.1399
Fam_277423,GUT_GENOME080710_00422,0.0521,0.1585
Fam_341731,GUT_GENOME025763_01847,0.1724,0.0415
Fam_350199,GUT_GENOME270328_01071,0.0064,0.0332
Fam_542020,GUT_GENOME108216_01208,0.011025,0.02925
Fam_615568,GUT_GENOME274827_00139,0.07835,0.4465
Fam_460614,GUT_GENOME120658_00006,0,0.0298
Fam_580169,GUT_GENOME103823_01404,0.0304,0.0204
Fam_261602,GUT_GENOME200671_00489,0.0102,0.0456
Fam_446521,GUT_GENOME080941_01151,0,0.0322
Fam_70272,GUT_GENOME025300_00157,0.0759,0.2777
Fam_30962,GUT_GENOME165749_01027,0.00712692,0.0861038
Fam_199459,GUT_GENOME205125_00576,0.0026,0.01925
Fam_204356,GUT_GENOME225491_00720,0.1016,0.02195
Fam_510705,GUT_GENOME056463_00958,0.122553,0.110458
Fam_119183,GUT_GENOME020661_00507,0.0246,0.0396
Fam_244968,GUT_GENOME071919_00580,0.0681667,0.3171
Fam_322018,GUT_GENOME218445_00347,0.00418571,0.0716071
Fam_66379,GUT_GENOME277787_00765,0.0077,0.0984
Fam_85120,GUT_GENOME201323_01382,0.14089,0.147711
Fam_267483,GUT_GENOME251220_00182,0.00952,0.04132
Fam_480441,GUT_GENOME014402_00088,0.0204,0.0541
Fam_623171,GUT_GENOME281204_00881,0.0039,0.0383
Fam_323968,GUT_GENOME237739_01920,0.1228,0.2154
Fam_254475,GUT_GENOME194673_00856,0.0564,0.024
Fam_273224,GUT_GENOME132824_00334,0.01285,0.0371625
Fam_335931,GUT_GENOME271760_00100,0.006575,0.12305
Fam_598096,GUT_GENOME219953_01357,0.0284,0.05425
Fam_571016,GUT_GENOME086890_02197,0.00486667,0.0106333
Fam_528099,GUT_GENOME277671_00319,0,0.0331
Fam_45056,GUT_GENOME194624_00693,0.178062,0.128412
Fam_499593,GUT_GENOME272387_00796,0.023425,0.0524
Fam_388144,GUT_GENOME230324_00474,0.0076375,0.104888
Fam_123012,GUT_GENOME131699_01454,0.0132444,0.0102694
Fam_301898,GUT_GENOME043894_00844,0.0052,0.0591
Fam_298761,GUT_GENOME022234_00619,0.00844444,0.0183333
Fam_330753,GUT_GENOME274105_01805,0.0115667,0.0203333
Fam_395050,GUT_GENOME057025_01160,0.0669,0.0904
Fam_552396,GUT_GENOME275498_01447,0.006,0.12755
Fam_393071,GUT_GENOME125630_00909,0.122332,0.249891
Fam_561340,GUT_GENOME234698_00319,0,0.0327
Fam_184923,GUT_GENOME057520_02477,0.0479667,0.502567
Fam_520763,GUT_GENOME154051_00160,0.0883,0.2067
Fam_488658,GUT_GENOME196682_00799,0,0.1785
Fam_23847,GUT_GENOME064680_02007,0.03245,0.0269
Fam_402408,GUT_GENOME239342_01101,0.0335,0.0208
Fam_578884,GUT_GENOME265106_00106,0.2807,0.813633
Fam_552617,GUT_GENOME164216_01330,0.05174,0.01492
Fam_201699,GUT_GENOME080616_01384,0.0671,0.019
Fam_451091,GUT_GENOME114318_01243,0.0104,0.0505
Fam_576058,GUT_GENOME136121_01422,0.06835,0.09505
Fam_205864,GUT_GENOME221804_00259,0,0.05995
Fam_119448,GUT_GENOME112994_00671,0.0229,0.146
Fam_176142,GUT_GENOME084423_00187,0.0506,0.3671
Fam_478723,GUT_GENOME066228_01672,0.0213667,0.0122
Fam_263561,GUT_GENOME281040_00783,0.0712,0.152
Fam_212621,GUT_GENOME101695_00235,0.0075,0.0362
Fam_410840,GUT_GENOME041079_01618,0.06214,0.0893
Fam_203397,GUT_GENOME177697_00572,0.0151095,0.0393048
Fam_55873,GUT_GENOME128676_00507,0.19,0.217967
Fam_13298,GUT_GENOME258444_01734,0.0487,0.1697
Fam_184062,GUT_GENOME058700_02339,0.0476,0.0373
Fam_155874,GUT_GENOME101880_00583,0.49474,0.3154
